Purchase Date;Ship Date;Returned;Return Date;Continent;Country;City;Store ID;Store Name;Store Type;Channel;Priority;Payment Method;Promotion ID;Promotion Name;Customer ID;Customer Segment;Loyalty Tier;Salesperson ID;Salesperson Department;Product ID;SKU;Product Name;Category;Subcategory;Brand;Order ID;Quantity;Unit Cost;Unit Price;Discount Amount;Tax Amount;Shipping Cost;Gross Sales;Net Sales;COGS;Gross Profit
;;;;;;;;;;;;;;;C00825;;;;;;;;;;;O901077;;;;;;;;3577;;595
;;;;;;;;;;;;;;;C00288;;;;;;;;;;;O901078;;;;;;;;2182;;670
;;;;;;;;;;;;;;;C00406;;;;;;;;;;;O901079;;;;;;;;5191;;1021
;;;;;;;;;;;;;;;C00318;;;;;;;;;;;O901080;;;;;;;;2014;;707
;;;;;;;;;;;;;;;C00238;;;;;;;;;;;O901081;;;;;;;;6318;;1097
;;;;;;;;;;;;;;;C00085;;;;;;;;;;;O901082;;;;;;;;246;;1415
;;;;;;;;;;;;;;;C01069;;;;;;;;;;;O901083;;;;;;;;369;;-59
;;;;;;;;;;;;;;;C00913;;;;;;;;;;;O901084;;;;;;;;1823;;449
;;;;;;;;;;;;;;;C00644;;;;;;;;;;;O901085;;;;;;;;3962;;635
;;;;;;;;;;;;;;;C00011;;;;;;;;;;;O901086;;;;;;;;425;;1163
;;;;;;;;;;;;;;;C01178;;;;;;;;;;;O901087;;;;;;;;3218;;675
;;;;;;;;;;;;;;;C00635;;;;;;;;;;;O901088;;;;;;;;931;;789
;;;;;;;;;;;;;;;C00449;;;;;;;;;;;O901089;;;;;;;;612;;885
;;;;;;;;;;;;;;;C00993;;;;;;;;;;;O901090;;;;;;;;123;;2704
;;;;;;;;;;;;;;;C00494;;;;;;;;;;;O901091;;;;;;;;244;;411
;;;;;;;;;;;;;;;C00364;;;;;;;;;;;O901092;;;;;;;;1374;;1647
;;;;;;;;;;;;;;;C00961;;;;;;;;;;;O901093;;;;;;;;3713;;2272
;;;;;;;;;;;;;;;C01096;;;;;;;;;;;O901094;;;;;;;;208;;848
;;;;;;;;;;;;;;;C00975;;;;;;;;;;;O901095;;;;;;;;817;;878
;;;;;;;;;;;;;;;C00577;;;;;;;;;;;O901096;;;;;;;;5836;;1940
;;;;;;;;;;;;;;;C00104;;;;;;;;;;;O901097;;;;;;;;3739;;1728
;;;;;;;;;;;;;;;C00924;;;;;;;;;;;O901098;;;;;;;;164;;746
;;;;;;;;;;;;;;;C00132;;;;;;;;;;;O901099;;;;;;;;2814;;391
;;;;;;;;;;;;;;;C01110;;;;;;;;;;;O901100;;;;;;;;1630;;431
;;;;;;;;;;;;;;;C00386;;;;;;;;;;;O901101;;;;;;;;293;;-11
;;;;;;;;;;;;;;;C00651;;;;;;;;;;;O901102;;;;;;;;3848;;735
;;;;;;;;;;;;;;;C01053;;;;;;;;;;;O901103;;;;;;;;759;;1501
;;;;;;;;;;;;;;;C00595;;;;;;;;;;;O901104;;;;;;;;4053;;355
;;;;;;;;;;;;;;;C00607;;;;;;;;;;;O901105;;;;;;;;1329;;1429
;;;;;;;;;;;;;;;C00461;;;;;;;;;;;O901106;;;;;;;;1022;;2648
;;;;;;;;;;;;;;;C00654;;;;;;;;;;;O901107;;;;;;;;1220;;1330
;;;;;;;;;;;;;;;C00870;;;;;;;;;;;O901108;;;;;;;;601;;979
;;;;;;;;;;;;;;;C00813;;;;;;;;;;;O901109;;;;;;;;3664;;508
;;;;;;;;;;;;;;;C00686;;;;;;;;;;;O901110;;;;;;;;3085;;750
;;;;;;;;;;;;;;;C00374;;;;;;;;;;;O901111;;;;;;;;3075;;1986
;;;;;;;;;;;;;;;C00373;;;;;;;;;;;O901112;;;;;;;;1195;;217
;;;;;;;;;;;;;;;C01131;;;;;;;;;;;O901113;;;;;;;;1611;;1080
;;;;;;;;;;;;;;;C00197;;;;;;;;;;;O901114;;;;;;;;3261;;1582
;;;;;;;;;;;;;;;C00455;;;;;;;;;;;O901115;;;;;;;;3390;;1047
;;;;;;;;;;;;;;;C01185;;;;;;;;;;;O901116;;;;;;;;4265;;1181
;;;;;;;;;;;;;;;C00606;;;;;;;;;;;O901117;;;;;;;;4042;;900
;;;;;;;;;;;;;;;C00521;;;;;;;;;;;O901118;;;;;;;;5414;;805
;;;;;;;;;;;;;;;C00479;;;;;;;;;;;O901119;;;;;;;;536;;-97
;;;;;;;;;;;;;;;C00488;;;;;;;;;;;O901120;;;;;;;;2360;;1250
;;;;;;;;;;;;;;;C00314;;;;;;;;;;;O901121;;;;;;;;5859;;1591
;;;;;;;;;;;;;;;C00563;;;;;;;;;;;O901122;;;;;;;;410;;265
;;;;;;;;;;;;;;;C00973;;;;;;;;;;;O901123;;;;;;;;3687;;167
;;;;;;;;;;;;;;;C00091;;;;;;;;;;;O901124;;;;;;;;2844;;1284
;;;;;;;;;;;;;;;C01005;;;;;;;;;;;O901125;;;;;;;;2759;;1374
;;;;;;;;;;;;;;;C00172;;;;;;;;;;;O901126;;;;;;;;3608;;426
;;;;;;;;;;;;;;;C01004;;;;;;;;;;;O901127;;;;;;;;1800;;1499
;;;;;;;;;;;;;;;C00788;;;;;;;;;;;O901128;;;;;;;;1084;;1285
;;;;;;;;;;;;;;;C00280;;;;;;;;;;;O901129;;;;;;;;1883;;1466
;;;;;;;;;;;;;;;C00362;;;;;;;;;;;O901130;;;;;;;;1174;;1324
;;;;;;;;;;;;;;;C00113;;;;;;;;;;;O901131;;;;;;;;1464;;350
;;;;;;;;;;;;;;;C00863;;;;;;;;;;;O901132;;;;;;;;1912;;-8
;;;;;;;;;;;;;;;C00391;;;;;;;;;;;O901133;;;;;;;;2708;;1850
;;;;;;;;;;;;;;;C00181;;;;;;;;;;;O901134;;;;;;;;1025;;1180
;;;;;;;;;;;;;;;C01155;;;;;;;;;;;O901135;;;;;;;;1926;;353
;;;;;;;;;;;;;;;C00268;;;;;;;;;;;O901136;;;;;;;;1366;;1129
;;;;;;;;;;;;;;;C00860;;;;;;;;;;;O901137;;;;;;;;3893;;2512
;;;;;;;;;;;;;;;C01114;;;;;;;;;;;O901138;;;;;;;;4503;;308
;;;;;;;;;;;;;;;C00453;;;;;;;;;;;O901139;;;;;;;;264;;913
;;;;;;;;;;;;;;;C00075;;;;;;;;;;;O901140;;;;;;;;107;;1757
;;;;;;;;;;;;;;;C00421;;;;;;;;;;;O901141;;;;;;;;3338;;610
;;;;;;;;;;;;;;;C00823;;;;;;;;;;;O901142;;;;;;;;300;;943
;;;;;;;;;;;;;;;C00388;;;;;;;;;;;O901143;;;;;;;;5025;;1563
;;;;;;;;;;;;;;;C00012;;;;;;;;;;;O901144;;;;;;;;8440;;-41
;;;;;;;;;;;;;;;C00121;;;;;;;;;;;O901145;;;;;;;;1095;;1801
;;;;;;;;;;;;;;;C00051;;;;;;;;;;;O901146;;;;;;;;6223;;-62
;;;;;;;;;;;;;;;C00773;;;;;;;;;;;O901147;;;;;;;;924;;1838
;;;;;;;;;;;;;;;C01030;;;;;;;;;;;O901148;;;;;;;;1226;;462
;;;;;;;;;;;;;;;C01159;;;;;;;;;;;O901149;;;;;;;;1663;;622
;;;;;;;;;;;;;;;C00170;;;;;;;;;;;O901150;;;;;;;;1496;;981
;;;;;;;;;;;;;;;C00173;;;;;;;;;;;O901151;;;;;;;;1010;;2486
;;;;;;;;;;;;;;;C00918;;;;;;;;;;;O901152;;;;;;;;2426;;286
;;;;;;;;;;;;;;;C00752;;;;;;;;;;;O901153;;;;;;;;331;;1684
;;;;;;;;;;;;;;;C01082;;;;;;;;;;;O901154;;;;;;;;1399;;2133
;;;;;;;;;;;;;;;C00732;;;;;;;;;;;O901155;;;;;;;;1295;;-14
;;;;;;;;;;;;;;;C00712;;;;;;;;;;;O901156;;;;;;;;440;;1508
;;;;;;;;;;;;;;;C01143;;;;;;;;;;;O901157;;;;;;;;1725;;2444
;;;;;;;;;;;;;;;C00715;;;;;;;;;;;O901158;;;;;;;;2327;;425
;;;;;;;;;;;;;;;C00771;;;;;;;;;;;O901159;;;;;;;;1098;;1885
;;;;;;;;;;;;;;;C00954;;;;;;;;;;;O901160;;;;;;;;390;;1328
;;;;;;;;;;;;;;;C01100;;;;;;;;;;;O901161;;;;;;;;4560;;684
;;;;;;;;;;;;;;;C01170;;;;;;;;;;;O901162;;;;;;;;473;;1506
;;;;;;;;;;;;;;;C00199;;;;;;;;;;;O901163;;;;;;;;6019;;1049
;;;;;;;;;;;;;;;C00817;;;;;;;;;;;O901164;;;;;;;;3334;;-24
;;;;;;;;;;;;;;;C01076;;;;;;;;;;;O901165;;;;;;;;1131;;1549
;;;;;;;;;;;;;;;C00941;;;;;;;;;;;O901166;;;;;;;;6701;;372
;;;;;;;;;;;;;;;C01060;;;;;;;;;;;O901167;;;;;;;;677;;1249
;;;;;;;;;;;;;;;C00285;;;;;;;;;;;O901168;;;;;;;;1282;;1463
;;;;;;;;;;;;;;;C00717;;;;;;;;;;;O901169;;;;;;;;2282;;2253
;;;;;;;;;;;;;;;C00043;;;;;;;;;;;O901170;;;;;;;;1250;;1096
;;;;;;;;;;;;;;;C00525;;;;;;;;;;;O901171;;;;;;;;797;;-4
;;;;;;;;;;;;;;;C01054;;;;;;;;;;;O901172;;;;;;;;818;;1318
;;;;;;;;;;;;;;;C00786;;;;;;;;;;;O901173;;;;;;;;5849;;996
;;;;;;;;;;;;;;;C00756;;;;;;;;;;;O901174;;;;;;;;8824;;-74
;;;;;;;;;;;;;;;;;;;;;;;;;;O901175;;;;;;;;1508;;1062
;;;;;;;;;;;;;;;;;;;;;;;;;;O901176;;;;;;;;1306;;1093
;;;;;;;;;;;;;;;;;;;;;;;;;;O901177;;;;;;;;1278;;1294
;;;;;;;;;;;;;;;;;;;;;;;;;;O901178;;;;;;;;1896;;2393
;;;;;;;;;;;;;;;;;;;;;;;;;;O901179;;;;;;;;929;;1172
;;;;;;;;;;;;;;;;;;;;;;;;;;O901180;;;;;;;;5084;;1173
;;;;;;;;;;;;;;;;;;;;;;;;;;O901181;;;;;;;;3119;;1440
;;;;;;;;;;;;;;;;;;;;;;;;;;O901182;;;;;;;;1784;;2228
;;;;;;;;;;;;;;;;;;;;;;;;;;O901183;;;;;;;;610;;933
;;;;;;;;;;;;;;;;;;;;;;;;;;O901184;;;;;;;;4219;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901185;;;;;;;;3626;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901186;;;;;;;;4511;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901187;;;;;;;;177;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901188;;;;;;;;3449;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901189;;;;;;;;3671;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901190;;;;;;;;2634;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901191;;;;;;;;4618;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901192;;;;;;;;1432;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901193;;;;;;;;930;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901194;;;;;;;;504;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901195;;;;;;;;3357;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901196;;;;;;;;3117;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901197;;;;;;;;2187;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901198;;;;;;;;8996;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901199;;;;;;;;3299;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901200;;;;;;;;1416;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901201;;;;;;;;1928;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901202;;;;;;;;891;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901203;;;;;;;;3907;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901204;;;;;;;;530;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901205;;;;;;;;4029;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901206;;;;;;;;8664;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901207;;;;;;;;2267;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901208;;;;;;;;7547;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901209;;;;;;;;3776;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901210;;;;;;;;5812;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901211;;;;;;;;2045;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901212;;;;;;;;809;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901213;;;;;;;;5530;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901214;;;;;;;;8159;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901215;;;;;;;;1119;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901216;;;;;;;;392;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901217;;;;;;;;1042;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901218;;;;;;;;1782;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901219;;;;;;;;361;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901220;;;;;;;;6337;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901221;;;;;;;;1887;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901222;;;;;;;;5717;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901223;;;;;;;;4706;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901224;;;;;;;;3800;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901225;;;;;;;;6752;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901226;;;;;;;;2140;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901227;;;;;;;;596;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901228;;;;;;;;1953;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901229;;;;;;;;2061;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901230;;;;;;;;3421;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901231;;;;;;;;1222;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901232;;;;;;;;7448;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901233;;;;;;;;7813;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901234;;;;;;;;3024;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901235;;;;;;;;918;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901236;;;;;;;;3274;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901237;;;;;;;;3688;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901238;;;;;;;;3629;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901239;;;;;;;;192;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901240;;;;;;;;449;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901241;;;;;;;;758;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901242;;;;;;;;1455;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901243;;;;;;;;5839;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901244;;;;;;;;5243;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901245;;;;;;;;4784;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901246;;;;;;;;6751;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901247;;;;;;;;261;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901248;;;;;;;;3367;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901249;;;;;;;;3934;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901250;;;;;;;;2836;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901251;;;;;;;;80;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901252;;;;;;;;4159;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901253;;;;;;;;1219;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901254;;;;;;;;3833;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901255;;;;;;;;5174;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901256;;;;;;;;3250;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901257;;;;;;;;2031;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901258;;;;;;;;2526;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901259;;;;;;;;1893;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901260;;;;;;;;1681;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901261;;;;;;;;384;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901262;;;;;;;;2066;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901263;;;;;;;;6669;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901264;;;;;;;;5665;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901265;;;;;;;;2776;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901266;;;;;;;;1290;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901267;;;;;;;;787;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901268;;;;;;;;5724;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901269;;;;;;;;976;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901270;;;;;;;;711;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901271;;;;;;;;7521;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901272;;;;;;;;913;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901273;;;;;;;;2070;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901274;;;;;;;;717;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901275;;;;;;;;2062;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901276;;;;;;;;1683;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901277;;;;;;;;226;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901278;;;;;;;;6508;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901279;;;;;;;;2454;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901280;;;;;;;;3773;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901281;;;;;;;;8161;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901282;;;;;;;;171;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901283;;;;;;;;1981;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901284;;;;;;;;5111;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901285;;;;;;;;2846;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901286;;;;;;;;1627;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901287;;;;;;;;2911;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901288;;;;;;;;2293;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901289;;;;;;;;4332;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901290;;;;;;;;6031;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901291;;;;;;;;1777;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901292;;;;;;;;648;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901293;;;;;;;;2385;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901294;;;;;;;;3588;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901295;;;;;;;;1707;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901296;;;;;;;;1300;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901297;;;;;;;;398;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901298;;;;;;;;5829;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901299;;;;;;;;1696;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901300;;;;;;;;887;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901301;;;;;;;;3913;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901302;;;;;;;;2960;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901303;;;;;;;;5863;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901304;;;;;;;;6178;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901305;;;;;;;;5305;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901306;;;;;;;;408;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901307;;;;;;;;1726;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901308;;;;;;;;1594;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901309;;;;;;;;8961;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901310;;;;;;;;1598;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901311;;;;;;;;2377;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901312;;;;;;;;7088;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901313;;;;;;;;3621;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901314;;;;;;;;9212;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901315;;;;;;;;1417;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901316;;;;;;;;241;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901317;;;;;;;;1684;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901318;;;;;;;;2569;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901319;;;;;;;;5167;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901320;;;;;;;;825;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901321;;;;;;;;283;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901322;;;;;;;;1344;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901323;;;;;;;;2739;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901324;;;;;;;;832;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901325;;;;;;;;6804;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901326;;;;;;;;2106;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901327;;;;;;;;5779;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901328;;;;;;;;1252;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901329;;;;;;;;1449;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901330;;;;;;;;2380;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901331;;;;;;;;750;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901332;;;;;;;;880;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901333;;;;;;;;2561;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901334;;;;;;;;1922;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901335;;;;;;;;2664;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901336;;;;;;;;132;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901337;;;;;;;;1097;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901338;;;;;;;;870;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901339;;;;;;;;4208;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901340;;;;;;;;523;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901341;;;;;;;;2281;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901342;;;;;;;;1795;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901343;;;;;;;;4767;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901344;;;;;;;;1860;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901345;;;;;;;;2364;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901346;;;;;;;;7052;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901347;;;;;;;;3584;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901348;;;;;;;;1153;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901349;;;;;;;;3722;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901350;;;;;;;;1506;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901351;;;;;;;;5811;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901352;;;;;;;;2867;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901353;;;;;;;;6353;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901354;;;;;;;;4453;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901355;;;;;;;;2600;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901356;;;;;;;;342;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901357;;;;;;;;729;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901358;;;;;;;;1177;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901359;;;;;;;;212;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901360;;;;;;;;1787;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901361;;;;;;;;439;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901362;;;;;;;;234;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901363;;;;;;;;3310;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901364;;;;;;;;2816;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901365;;;;;;;;383;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901366;;;;;;;;4123;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901367;;;;;;;;2027;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901368;;;;;;;;697;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901369;;;;;;;;2383;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901370;;;;;;;;4500;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901371;;;;;;;;812;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901372;;;;;;;;2640;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901373;;;;;;;;1394;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901374;;;;;;;;2196;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901375;;;;;;;;3710;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901376;;;;;;;;591;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901377;;;;;;;;4535;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901378;;;;;;;;1549;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901379;;;;;;;;7827;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901380;;;;;;;;3058;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901381;;;;;;;;4674;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901382;;;;;;;;2208;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901383;;;;;;;;237;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901384;;;;;;;;2249;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901385;;;;;;;;3772;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901386;;;;;;;;2702;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901387;;;;;;;;1494;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901388;;;;;;;;4124;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901389;;;;;;;;1818;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901390;;;;;;;;6051;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901391;;;;;;;;3642;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901392;;;;;;;;790;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901393;;;;;;;;1360;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901394;;;;;;;;1742;;
;;;;;;;;;;;;;;;;;;;;;;;;;;O901395;;;;;;;;8208;;
